A0A075B6S6	('T96060009133', 0)
P43638	('T5592920002322', 9550)
P43652	('T96060000530', 9551)
P43657	('T96060009482', 9552)
P43667	('T833330003767', 9553)
P43674	('T833330003323', 9554)
P43680	('T100900013860', 9555)
P43681	('T96060000323', 9556)
P43682	('T5592920004006', 9557)
P43686	('T96060013708', 9558)
P43687	('T100900006410', 9559)
P43694	('T96060006497', 9560)
P43699	('T96060011283', 9561)
P45352	('T101160007628', 9562)
P45378	('T96060017994', 9563)
P45394	('T833330004418', 9564)
P45395	('T833330001473', 9565)
P45434	('T37020013482', 9566)
P45448	('T100900009916', 9567)
P45452	('T96060010379', 9568)
P45468	('T833330004416', 9569)
P45470	('T833330003868', 9570)
P45479	('T101160005551', 9571)
P45481	('T100900001966', 9572)
P45523	('T833330000863', 9573)
P45527	('T833330003873', 9574)
P45531	('T833330002966', 9575)
P45532	('T833330002967', 9576)
P45543	('T833330000930', 9577)
P45568	('T833330000674', 9578)
P45570	('T833330003225', 9579)
P45594	('T72270000367', 9580)
P45750	('T833330001215', 9581)
P45756	('T833330001118', 9582)
P45763	('T833330001129', 9583)
P45768	('T833330003896', 9584)
P45771	('T833330004423', 9585)
P45807	('T833330003209', 9586)
P45818	('T5592920003598', 9587)
P45843	('T72270002787', 9588)
P45844	('T96060000249', 9589)
P45848	('T833330003395', 9590)
P45880	('T96060019066', 9591)
P45889	('T72270000069', 9592)
P45894	('T62390000014', 9593)
P45897	('T62390002733', 9594)
P45951	('T37020001050', 9595)
P45952	('T100900000194', 9596)
P45953	('T101160000128', 9597)
P45962	('T62390001477', 9598)
P45968	('T62390000385', 9599)
P45974	('T96060018828', 9600)
P45976	('T5592920001320', 9601)
P45978	('T5592920003896', 9602)
P45983	('T96060010327', 9603)
P46002	('T101160005692', 9604)
P46013	('T96060008767', 9605)
P46019	('T96060008933', 9606)
P46020	('T96060008932', 9607)
P46022	('T833330001796', 9608)
P46063	('T96060014295', 9609)
P46086	('T37020007272', 9610)
P46087	('T96060011375', 9611)
P46089	('T96060006995', 9612)
P46096	('T100900014445', 9613)
P46099	('T100900007605', 9614)
P46100	('T96060001415', 9615)
P46101	('T101160002070', 9616)
P46108	('T96060003862', 9617)
P46125	('T833330003586', 9618)
P46133	('T833330000021', 9619)
P46141	('T833330003775', 9620)
P46223	('T72270002607', 9621)
P46252	('T45770000583', 9622)
P46312	('T37020004668', 9623)
P46412	('T100900005924', 9624)
P46413	('T101160002998', 9625)
P46414	('T100900002335', 9626)
P46416	('T37020006275', 9627)
P46421	('T37020006310', 9628)
P46422	('T37020006287', 9629)
P46439	('T96060007147', 9630)
P46459	('T96060011553', 9631)
P46461	('T72270002057', 9632)
P46462	('T101160007179', 9633)
P46467	('T100900016354', 9634)
P46474	('T833330003890', 9635)
P46482	('T833330000011', 9636)
P46530	('T79550001795', 9637)
P46549	('T62390002996', 9638)
P46551	('T62390000371', 9639)
P46559	('T62390000439', 9640)
P46561	('T62390000205', 9641)
P46573	('T37020009639', 9642)
P46577	('T62390001171', 9643)
P46581	('T62390001881', 9644)
P46582	('T62390002998', 9645)
P46595	('T2848120003546', 9646)
P46601	('T37020006490', 9647)
P46604	('T37020006489', 9648)
P46654	('T5592920003786', 9649)
P46655	('T5592920004395', 9650)
P46656	('T100900000407', 9651)
P46660	('T100900000496', 9652)
P46663	('T96060001699', 9653)
P46664	('T100900011710', 9654)
P46665	('T37020006487', 9655)
P46667	('T37020001212', 9656)
P46668	('T37020001213', 9657)
P46669	('T5592920003609', 9658)
P46674	('T5592920003858', 9659)
P46675	('T5592920004340', 9660)
P46679	('T5592920004303', 9661)
P46680	('T5592920000129', 9662)
P46683	('T5592920005031', 9663)
P46687	('T37020005710', 9664)
P46694	('T100900006740', 9665)
P46720	('T101160006712', 9666)
P46721	('T96060016229', 9667)
P46769	('T62390002595', 9668)
P46778	('T96060014599', 9669)
P46779	('T96060014609', 9670)
P46781	('T96060014981', 9671)
P46852	('T833330003928', 9672)
P46854	('T833330000010', 9673)
P46864	('T37020007323', 9674)
P46873	('T62390002131', 9675)
P46883	('T833330000113', 9676)
P46888	('T833330003026', 9677)
P46889	('T833330000947', 9678)
P46897	('T37020001214', 9679)
P46923	('T833330002890', 9680)
P46924	('T992870000692', 9681)
P46934	('T96060011113', 9682)
P46935	('T100900009567', 9683)
P46937	('T96060019448', 9684)
P46938	('T100900016600', 9685)
P46940	('T96060008258', 9686)
P46943	('T5592920001610', 9687)
P46951	('T5592920006645', 9688)
P46953	('T101160000022', 9689)
P46954	('T5592920004048', 9690)
P46955	('T5592920002568', 9691)
P46956	('T5592920002986', 9692)
P46959	('T5592920004677', 9693)
P46960	('T2848120002117', 9694)
P46961	('T5592920001569', 9695)
P46962	('T5592920000836', 9696)
P46963	('T5592920000837', 9697)
P46964	('T5592920002786', 9698)
P46972	('T5592920001879', 9699)
P46973	('T5592920001691', 9700)
P46974	('T5592920003778', 9701)
P46977	('T96060016765', 9702)
P46985	('T5592920002373', 9703)
P46988	('T5592920002948', 9704)
P46990	('T5592920003457', 9705)
P46995	('T5592920003987', 9706)
P47002	('T5592920004300', 9707)
P47005	('T5592920000913', 9708)
P47006	('T5592920003608', 9709)
P47014	('T5592920005900', 9710)
P47015	('T5592920000110', 9711)
P47017	('T5592920002142', 9712)
P47019	('T5592920000138', 9713)
P47024	('T5592920005857', 9714)
P47032	('T5592920003165', 9715)
P47033	('T5592920003167', 9716)
P47035	('T5592920002594', 9717)
P47037	('T5592920004111', 9718)
P47040	('T5592920000498', 9719)
P47043	('T5592920006706', 9720)
P47045	('T5592920004581', 9721)
P47050	('T5592920000853', 9722)
P47051	('T5592920002129', 9723)
P47052	('T5592920003925', 9724)
P47054	('T5592920002711', 9725)
P47057	('T5592920004163', 9726)
P47058	('T5592920004441', 9727)
P47068	('T5592920000409', 9728)
P47076	('T5592920003634', 9729)
P47077	('T5592920002655', 9730)
P47079	('T5592920004496', 9731)
P47081	('T5592920000768', 9732)
P47083	('T5592920002411', 9733)
P47088	('T5592920001562', 9734)
P47093	('T5592920002149', 9735)
P47095	('T5592920002506', 9736)
P47100	('T5592920005844', 9737)
P47104	('T5592920003325', 9738)
P47113	('T5592920000434', 9739)
P47117	('T5592920000257', 9740)
P47122	('T5592920001573', 9741)
P47124	('T5592920001712', 9742)
P47125	('T5592920001810', 9743)
P47130	('T5592920000822', 9744)
P47133	('T5592920001173', 9745)
P47134	('T5592920000446', 9746)
P47135	('T5592920001979', 9747)
P47136	('T5592920000520', 9748)
P47141	('T5592920003813', 9749)
P47144	('T5592920001106', 9750)
P47148	('T5592920005867', 9751)
P47149	('T5592920002628', 9752)
P47154	('T5592920004316', 9753)
P47155	('T5592920001852', 9754)
P47158	('T5592920000544', 9755)
P47160	('T5592920001194', 9756)
P47164	('T5592920002295', 9757)
P47165	('T5592920004976', 9758)
P47166	('T5592920004013', 9759)
P47172	('T5592920005873', 9760)
P47178	('T5592920000909', 9761)
P47179	('T5592920000910', 9762)
P47180	('T5592920002964', 9763)
P47183	('T5592920004544', 9764)
P47185	('T5592920001798', 9765)
P47187	('T5592920000756', 9766)
P47190	('T5592920003043', 9767)
P47207	('T62390003099', 9768)
P47211	('T96060006460', 9769)
P47212	('T100900005426', 9770)
P47226	('T100900014847', 9771)
P47239	('T100900010585', 9772)
P47515	('T2432730000126', 9773)
P47709	('T101160006142', 9774)
P47712	('T96060012417', 9775)
P47713	('T100900010450', 9776)
P47727	('T101160001052', 9777)
P47738	('T100900000560', 9778)
P47741	('T100900015396', 9779)
P47743	('T100900005989', 9780)
P47750	('T100900015709', 9781)
P47752	('T101160006281', 9782)
P47754	('T100900001923', 9783)
P47757	('T100900001853', 9784)
P47771	('T5592920000139', 9785)
P47774	('T100900002191', 9786)
P47775	('T96060006976', 9787)
P47792	('T79550002624', 9788)
P47793	('T79550003036', 9789)
P47794	('T79550000349', 9790)
P47804	('T96060014433', 9791)
P47810	('T100900016474', 9792)
P47811	('T100900008872', 9793)
P47813	('T96060007887', 9794)
P47819	('T101160002752', 9795)
P47822	('T5592920002264', 9796)
P47853	('T101160005292', 9797)
P47857	('T100900010814', 9798)
P47862	('T101160000490', 9799)
P47863	('T101160000491', 9800)
P47864	('T101160000492', 9801)
P47866	('T101160001649', 9802)
P47867	('T100900013164', 9803)
P47868	('T101160006431', 9804)
P47869	('T96060006534', 9805)
P47870	('T96060006541', 9806)
P47871	('T96060006774', 9807)
P47873	('T100900006879', 9808)
P47874	('T96060011967', 9809)
P47879	('T100900006697', 9810)
P47881	('T96060012082', 9811)
P47888	('T96060012084', 9812)
P47890	('T96060012011', 9813)
P47897	('T96060016917', 9814)
P47901	('T96060019008', 9815)
P47911	('T100900012355', 9816)
P47912	('T5592920002086', 9817)
P47915	('T100900012334', 9818)
P47927	('T37020000855', 9819)
P47929	('T96060009284', 9820)
P47931	('T100900005321', 9821)
P47932	('T100900012071', 9822)
P47936	('T100900002900', 9823)
P47938	('T72270003141', 9824)
P47939	('T100900012094', 9825)
P47942	('T101160002076', 9826)
P47943	('T2848120001255', 9827)
P47945	('T100900009150', 9828)
P47955	('T100900012362', 9829)
P47964	('T100900012343', 9830)
P47971	('T101160004797', 9831)
P47973	('T101160007600', 9832)
P47974	('T96060017618', 9833)
P47979	('T2848120005132', 9834)
P47985	('T96060018872', 9835)
P47988	('T5592920004510', 9836)
P47992	('T96060019390', 9837)
P47993	('T100900016549', 9838)
P47999	('T37020003372', 9839)
P48002	('T37020007362', 9840)
P48009	('T2848120003143', 9841)
P48010	('T2848120003144', 9842)
P48011	('T2848120002710', 9843)
P48016	('T5592920000346', 9844)
P48023	('T96060017973', 9845)
P48025	('T100900007766', 9846)
P48029	('T96060015493', 9847)
P48031	('T100900005521', 9848)
P48032	('T101160007275', 9849)
P48039	('T96060010689', 9850)
P48048	('T96060008643', 9851)
P48051	('T96060008648', 9852)
P48056	('T101160006366', 9853)
P48058	('T96060007068', 9854)
P48065	('T96060015355', 9855)
P48145	('T96060011421', 9856)
P48146	('T96060011422', 9857)
P48147	('T96060013431', 9858)
P48149	('T72270002680', 9859)
P48163	('T96060009920', 9860)
P48167	('T96060006769', 9861)
P48169	('T96060006536', 9862)
P48199	('T101160001668', 9863)
P48201	('T96060001322', 9864)
P48234	('T5592920002639', 9865)
P48239	('T5592920001601', 9866)
P48240	('T5592920002513', 9867)
P48299	('T100900004299', 9868)
P48302	('T100900004301', 9869)
P48303	('T101160006280', 9870)
P48317	('T101160002656', 9871)
P48318	('T100900003620', 9872)
P48320	('T100900003621', 9873)
P48360	('T5592920000064', 9874)
P48361	('T5592920000287', 9875)
P48363	('T5592920002950', 9876)
P48377	('T100900012144', 9877)
P48378	('T96060014398', 9878)
P48410	('T100900000138', 9879)
P48412	('T5592920004805', 9880)
P48422	('T37020002078', 9881)
P48423	('T72270001132', 9882)
P48432	('T100900013864', 9883)
P48436	('T96060016293', 9884)
P48437	('T100900011469', 9885)
P48442	('T101160001007', 9886)
P48443	('T96060015110', 9887)
P48448	('T96060000681', 9888)
P48450	('T101160002319', 9889)
P48453	('T100900011272', 9890)
P48454	('T96060013404', 9891)
P48456	('T72270002404', 9892)
P48483	('T37020010465', 9893)
P48485	('T37020010487', 9894)
P48491	('T37020014226', 9895)
P48500	('T101160007439', 9896)
P48507	('T96060007127', 9897)
P48509	('T96060002587', 9898)
P48510	('T5592920001057', 9899)
P48524	('T5592920000527', 9900)
P48527	('T5592920004434', 9901)
P48528	('T37020010965', 9902)
P48529	('T37020010964', 9903)
P48539	('T96060012702', 9904)
P48540	('T100900005573', 9905)
P48542	('T100900007443', 9906)
P48546	('T96060006712', 9907)
P48548	('T101160003660', 9908)
P48553	('T96060018071', 9909)
P48555	('T72270002517', 9910)
P48562	('T5592920000697', 9911)
P48563	('T5592920002391', 9912)
P48566	('T5592920001618', 9913)
P48569	('T5592920005274', 9914)
P48581	('T5592920003295', 9915)
P48593	('T72270000856', 9916)
P48595	('T96060016342', 9917)
P48598	('T72270001434', 9918)
P48602	('T72270003405', 9919)
P48608	('T72270000756', 9920)
P48609	('T72270000431', 9921)
P48611	('T72270002481', 9922)
P48613	('T72270003171', 9923)
P48614	('T100900016508', 9924)
P48615	('T100900016513', 9925)
P48634	('T96060013553', 9926)
P48641	('T37020006276', 9927)
P48651	('T96060013880', 9928)
P48664	('T96060005028', 9929)
P48678	('T100900008081', 9930)
P48681	('T96060011146', 9931)
P48725	('T100900010646', 9932)
P48727	('T62390001096', 9933)
P48732	('T37020003578', 9934)
P48750	('T101160001689', 9935)
P48755	('T100900005218', 9936)
P48757	('T100900005466', 9937)
P48758	('T100900001967', 9938)
P48759	('T100900011698', 9939)
P48769	('T101160001852', 9940)
P48787	('T100900015374', 9941)
P48788	('T96060017990', 9942)
P48802	('T79550000913', 9943)
P48807	('T101160002515', 9944)
P48809	('T72270002523', 9945)
P48813	('T5592920001543', 9946)
P48836	('T5592920004866', 9947)
P48962	('T100900000403', 9948)
P48964	('T100900009020', 9949)
P48985	('T100900001182', 9950)
P48987	('T72270000208', 9951)
P48994	('T72270003271', 9952)
P48995	('T96060018310', 9953)
P48996	('T62390000755', 9954)
P48997	('T100900007032', 9955)
P48999	('T100900008111', 9956)
P49000	('T101160004282', 9957)
P49001	('T101160000802', 9958)
P49003	('T100900001494', 9959)
P49006	('T96060010566', 9960)
P49019	('T96060007322', 9961)
P49023	('T96060012587', 9962)
P49025	('T100900003408', 9963)
P49028	('T72270001790', 9964)
P49069	('T96060002115', 9965)
P49071	('T72270001719', 9966)
P49077	('T37020011474', 9967)
P49088	('T101160000599', 9968)
P49089	('T5592920000290', 9969)
P49106	('T45770000001', 9970)
P49107	('T37020011108', 9971)
P49117	('T100900009908', 9972)
P49135	('T100900004576', 9973)
P49137	('T96060009932', 9974)
P49167	('T5592920003498', 9975)
P49177	('T37020005782', 9976)
P49186	('T101160004291', 9977)
P49189	('T96060000686', 9978)
P49201	('T37020012467', 9979)
P49205	('T37020012452', 9980)
P49218	('T101160004447', 9981)
P49221	('T96060017491', 9982)
P49222	('T100900004525', 9983)
P49227	('T37020012117', 9984)
P49238	('T96060004140', 9985)
P49242	('T101160006201', 9986)
P49247	('T96060014904', 9987)
P49257	('T96060009420', 9988)
P49258	('T72270000373', 9989)
P49279	('T96060011505', 9990)
P49281	('T96060011506', 9991)
P49282	('T100900009921', 9992)
P49290	('T100900010783', 9993)
P49327	('T96060005889', 9994)
P49333	('T37020004569', 9995)
P49334	('T5592920004622', 9996)
P49354	('T96060006182', 9997)
P49367	('T5592920002167', 9998)
P49368	('T96060017300', 9999)
P49407	('T96060001180', 10000)
P49411	('T96060005133', 10001)
P49415	('T72270002791', 10002)
P49419	('T96060000684', 10003)
P49430	('T101160007227', 10004)
P49435	('T5592920000215', 10005)
P49448	('T96060004550', 10006)
P49450	('T96060002825', 10007)
P49452	('T100900002415', 10008)
P49455	('T72270003240', 10009)
P49459	('T96060018748', 10010)
P49573	('T5592920000840', 10011)
P49583	('T62390002183', 10012)
P49585	('T96060012714', 10013)
P49586	('T100900010662', 10014)
P49592	('T37020008765', 10015)
P49593	('T96060013460', 10016)
P49594	('T62390000948', 10017)
P49596	('T62390002299', 10018)
P49598	('T37020009464', 10019)
P49615	('T100900002320', 10020)
P49620	('T101160001941', 10021)
P49621	('T101160001940', 10022)
P49639	('T96060007738', 10023)
P49640	('T96060005512', 10024)
P49642	('T96060013593', 10025)
P49643	('T96060013594', 10026)
P49651	('T101160005056', 10027)
P49653	('T101160005050', 10028)
P49654	('T101160005051', 10029)
P49660	('T100900014149', 10030)
P49662	('T96060002181', 10031)
P49674	('T96060008564', 10032)
P49675	('T96060016684', 10033)
P49677	('T37020006837', 10034)
P49678	('T37020006843', 10035)
P49687	('T5592920002706', 10036)
P49688	('T37020012468', 10037)
P49690	('T37020012072', 10038)
P49692	('T37020012125', 10039)
P49698	('T100900006414', 10040)
P49704	('T5592920003139', 10041)
P49711	('T96060004018', 10042)
P49716	('T96060002793', 10043)
P49722	('T100900011552', 10044)
P49727	('T45770000767', 10045)
P49735	('T72270001733', 10046)
P49744	('T101160007577', 10047)
P49745	('T101160007445', 10048)
P49746	('T96060018397', 10049)
P49748	('T96060000298', 10050)
P49753	('T96060000362', 10051)
P49755	('T96060017874', 10052)
P49756	('T96060014199', 10053)
P49758	('T96060014451', 10054)
P49759	('T96060003320', 10055)
P49760	('T96060003321', 10056)
P49763	('T96060013202', 10057)
P49765	('T96060019070', 10058)
P49767	('T96060019071', 10059)
P49771	('T96060006141', 10060)
P49775	('T5592920001711', 10061)
P49776	('T2848120000147', 10062)
P49788	('T96060017576', 10063)
P49791	('T101160004879', 10064)
P49795	('T96060014442', 10065)
P49796	('T96060014448', 10066)
P49797	('T101160005953', 10067)
P49799	('T101160005954', 10068)
P49802	('T96060014452', 10069)
P49805	('T101160005959', 10070)
P49808	('T62390002441', 10071)
P49810	('T96060013789', 10072)
P49841	('T96060007132', 10073)
P49846	('T72270003079', 10074)
P49848	('T96060017102', 10075)
P49858	('T72270000501', 10076)
P49862	('T96060008904', 10077)
P49864	('T101160002941', 10078)
P49866	('T72270001372', 10079)
P49869	('T72270001380', 10080)
P49888	('T96060016641', 10081)
P49889	('T101160006869', 10082)
P49891	('T100900014169', 10083)
P49897	('T101160003452', 10084)
P49911	('T101160000391', 10085)
P49913	('T96060002119', 10086)
P49918	('T96060002718', 10087)
P49919	('T100900002336', 10088)
P49952	('T101160007928', 10089)
P49955	('T5592920003993', 10090)
P49961	('T96060005320', 10091)
P49967	('T37020013411', 10092)
P50053	('T96060008738', 10093)
P50077	('T5592920000588', 10094)
P50078	('T5592920004635', 10095)
P50086	('T5592920003182', 10096)
P50090	('T5592920002009', 10097)
P50094	('T5592920001868', 10098)
P50095	('T5592920001867', 10099)
P50096	('T100900006956', 10100)
P50105	('T5592920004451', 10101)
P50116	('T101160006258', 10102)
P50118	('T98230000798', 10103)
P50120	('T96060014344', 10104)
P50135	('T96060007541', 10105)
P50137	('T101160007288', 10106)
P50140	('T62390000414', 10107)
P50148	('T96060006829', 10108)
P50149	('T100900005759', 10109)
P50150	('T96060006520', 10110)
P50170	('T101160005888', 10111)
P50171	('T100900003836', 10112)
P50172	('T100900003843', 10113)
P50213	('T96060007869', 10114)
P50220	('T100900009728', 10115)
P50222	('T96060010154', 10116)
P50228	('T100900003480', 10117)
P50229	('T101160001112', 10118)
P50230	('T101160001113', 10119)
P50233	('T101160001958', 10120)
P50238	('T96060003854', 10121)
P50247	('T100900013044', 10122)
P50275	('T5592920000278', 10123)
P50276	('T5592920002522', 10124)
P50277	('T5592920000442', 10125)
P50279	('T101160006927', 10126)
P50280	('T101160004328', 10127)
P50287	('T37020001127', 10128)
P50294	('T100900001022', 10129)
P50297	('T101160000576', 10130)
P50298	('T101160000577', 10131)
P50305	('T62390001687', 10132)
P50336	('T96060013470', 10133)
P50390	('T98230001368', 10134)
P50392	('T79550001922', 10135)
P50393	('T101160005084', 10136)
P50398	('T101160002743', 10137)
P50402	('T96060005257', 10138)
P50405	('T100900011606', 10139)
P50416	('T96060003762', 10140)
P50429	('T100900001011', 10141)
P50430	('T101160000570', 10142)
P50440	('T96060006504', 10143)
P50442	('T101160002691', 10144)
P50445	('T72270002734', 10145)
P50456	('T833330001726', 10146)
P50462	('T100900003343', 10147)
